Date,System Price,Total Vol,NO Buy Vol,NO Sell Vol,SE Buy Vol,SE Sell Vol,DK Buy Vol,DK Sell Vol,FI Buy Vol,FI Sell Vol,Nordic Buy Vol,Nordic Sell Vol,Baltic Buy Vol,Baltic Sell Vol,T Nor,NO Hydro Dev,SE Hydro Dev,FI Hydro Dev,Total Hydro Dev,NO Hydro,SE Hydro,FI Hydro,Total Hydro,Week,Month,Season,Weekday,Weekend,Wind DK,Temp Hamar,Temp Krsand,Temp Namsos,Temp Troms,Temp Bergen,Temp Norway,Supply,Demand,Oil,Coal,Gas,Low Carbon,APX,OMEL,EEX,Wind SE,Wind Prod,Prec Norway,Prec Norway 7,Curve Demand,Holiday,Snow Norway
2014-01-01,28.25,884300,340886,299489,355291,408669,58534.4,101167,134389,98827.4,889099,908152,42944.1,23891.8,4.4,-1803.51,1589.92,209.37,-4.24,54821.7,21822.1,3736.57,80380.4,1,1,1,3,0,46140,2.7,6,2.9,-4,6,4.4,1.07651e+06,1.11797e+06,81.12,59.71,28.11,100.32,41.48,12.86,17.38,93454.6,139595,101.2,981.4,884300,1,45.0983
2014-01-02,29.89,1.02091e+06,378381,373477,395229,449284,84394.1,93826.9,152884,107438,1.01089e+06,1.02403e+06,47289.7,34152.2,3.18,-1767.06,1614.65,222.12,69.67,54633.6,21742.7,3742.86,80119.1,1,1,1,4,0,61848,1.7,6.4,4.2,-4,7.6,3.18,1.24537e+06,1.22993e+06,78.91,59.12,27.59,99.4,51,26.53,27.93,125271,187119,91.5,934,1.02091e+06,0,47.4215
2014-01-03,29.3,999570,370183,351857,390348,442626,76113.8,101328,151959,107010,988604,1.00282e+06,55180.8,40963,3.82,-1734.1,1639.13,234.67,139.74,54445.4,21663.3,3749.14,79857.9,1,1,1,5,0,62126,2,6.7,4.8,-1.5,7.1,3.82,1.22996e+06,1.23158e+06,78.4,58.31,27.5,99.95,51.08,40.45,27.71,125834,187960,242,728.4,999570,0,49.5863
2014-01-04,27.96,933224,347920,332070,362855,419280,66868.5,86929.5,144882,102373,922525,940653,48741,30613.1,3.78,-1701.14,1663.59,247.23,209.7,54257.3,21583.9,3755.43,79596.6,1,1,1,6,1,64573,3.5,6.6,4.7,-2.2,6.3,3.78,1.18011e+06,1.16127e+06,78.42,58.42,27.5,99.85,50.67,31.62,25.86,130790,195363,223.4,529,933224,0,48.4212
2014-01-05,29.05,951251,349025,367521,380999,421858,74217.6,73429.9,142502,102470,946744,965280,48783.8,30247.5,3.32,-1663.57,1688.06,259.97,284.47,54069.1,21504.4,3761.71,79335.3,1,1,1,7,1,31325,2.9,5.7,3.5,-1.9,6.4,3.32,1.13863e+06,1.14003e+06,78.44,58.52,27.5,99.76,50.26,22.8,24.01,63447.5,94772.5,75.5,495.9,951251,0,48.1532
2014-01-06,28.19,961145,382402,342777,370852,427429,72326.2,113921,140261,101000,965842,985128,54456.5,35170.1,3.22,-1623.55,1713.51,273.39,363.34,53881,21425,3768,79074,2,1,1,1,0,72747,1.9,6.5,4.4,-3.2,6.5,3.22,1.20897e+06,1.22477e+06,78.47,58.63,27.5,99.66,49.84,13.97,22.17,147346,220093,98.2,405.6,961145,0,49.6186
2014-01-07,29.16,1.0379e+06,381550,383386,404347,442532,82848.9,100860,158790,116062,1.02754e+06,1.04284e+06,54583.1,39279.4,3.78,-1751.77,1669.66,274.04,191.93,53480.3,21257.9,3758.86,78497,2,1,1,2,0,82434,5.3,7.6,3,-4.7,7.7,3.78,1.27156e+06,1.24631e+06,78.7,58.35,27.46,100.47,48.59,47.89,27.52,166967,249401,159.3,300.3,1.0379e+06,0,48.5641
2014-01-08,29.36,1.04899e+06,386373,389696,402298,450712,85760.4,92894.7,157399,117472,1.03183e+06,1.05078e+06,57520.9,38576.5,1.8,-1861.78,1632.48,275.24,45.97,53079.6,21090.7,3749.71,77920,2,1,1,3,0,73103,2.1,7.4,-1.3,-6.4,7.2,1.8,1.27734e+06,1.24823e+06,78.82,60.25,27.47,100.48,49.98,41.21,33.49,148067,221170,91.5,224.9,1.04899e+06,0,47.7945
2014-01-09,29.72,1.04998e+06,393550,405291,408717,447588,80545.4,89579.4,158362,117191,1.04117e+06,1.05965e+06,52833.3,34358.1,-0.96,-1931.36,1598.77,277.73,-54.87,52678.9,20923.6,3740.57,77343,2,1,1,4,0,62921,0.4,5.5,-2.6,-12.2,4.1,-0.96,1.3007e+06,1.28736e+06,78.16,61.71,27.47,100.11,49.99,49.02,31.13,127444,190365,44.1,247.9,1.04998e+06,0,48.1114
2014-01-10,30.17,1.07753e+06,406219,410900,422025,461532,79796.7,96320.1,162305,111272,1.07035e+06,1.08002e+06,53238.7,43561.4,-3.08,-2005.84,1567.29,280.8,-157.76,52278.1,20756.4,3731.43,76766,2,1,1,5,0,71808,-0.1,3.8,-8,-13.9,2.8,-3.08,1.36268e+06,1.336e+06,78.94,61.53,27.41,100.58,56.19,56.2,28.31,145444,217252,36.4,294.3,1.07753e+06,0,48.8216
2014-01-11,29.82,1.05685e+06,397779,392735,409704,455431,74279.5,93257.7,160161,117153,1.04192e+06,1.05858e+06,52140.8,35488.2,-4.32,-2080.3,1535.8,283.86,-260.64,51877.4,20589.3,3722.29,76189,2,1,1,6,1,65004,-7.1,4.9,-10,-12.3,2.9,-4.32,1.29036e+06,1.27433e+06,78.68,61.5,27.38,100.63,55.93,50.41,32.86,131663,196667,24,334.1,1.05685e+06,0,50.3163
2014-01-12,30.4,1.06477e+06,407855,406579,423122,458774,71387.9,97202,161463,116363,1.06383e+06,1.07892e+06,48630.7,33540.6,-7.04,-2150.19,1505.79,287.77,-356.6,51476.7,20422.1,3713.14,75612,2,1,1,7,1,60680,-12.4,2.4,-13.5,-10.2,-1.5,-7.04,1.31631e+06,1.31801e+06,78.43,61.47,27.35,100.68,55.68,44.62,37.4,122905,183585,42.4,319.8,1.06477e+06,0,51.6008
2014-01-13,39.16,1.28675e+06,457750,522195,525958,528168,103509,97310.7,192188,135295,1.2794e+06,1.28297e+06,53015.3,49451.1,-7.96,-2200.67,1485.04,292.37,-423.27,51076,20255,3704,75035,3,1,1,1,0,48078,-16.1,-2.4,-11.7,-8,-1.6,-7.96,1.54962e+06,1.52149e+06,78.18,61.45,27.32,100.73,55.43,38.82,41.94,97380,145458,7.9,322.6,1.28675e+06,0,52.3681
2014-01-14,41.65,1.27964e+06,464397,536210,490629,518284,116367,78317.4,191145,138149,1.26254e+06,1.27096e+06,54630.5,46206.6,-5.32,-2247.86,1445.24,291.47,-511.14,50690.4,20071.7,3687.86,74450,3,1,1,2,0,7364,-9.4,-2.8,-7.2,-7.4,0.2,-5.32,1.54981e+06,1.51628e+06,77.84,61.32,27.24,101.02,54.33,37.67,49.35,14915.5,22279.5,54,273.2,1.27964e+06,0,54.7727
2014-01-15,41.6,1.28007e+06,468101,541061,501746,505621,105161,90229,193206,139909,1.26821e+06,1.27682e+06,56279.4,47673.6,-5,-2283.94,1409,291.83,-583.1,50304.9,19888.4,3671.71,73865,3,1,1,3,0,40358,-7.1,-1.7,-7.4,-9.5,0.7,-5,1.54062e+06,1.50352e+06,78.74,62.03,27.16,101.93,54.43,49.86,45.69,81743.4,122101,16.1,261.8,1.28007e+06,0,56.0744
2014-01-16,32.53,1.23986e+06,454649,480962,485674,496516,86644.5,112398,191528,140293,1.2185e+06,1.23017e+06,58353.7,46680.3,-3.3,-2328.32,1368.98,291.81,-667.51,49919.3,19705.1,3655.57,73280,3,1,1,4,0,85056,-6.1,2.8,-5.2,-11.5,3.5,-3.3,1.53136e+06,1.50484e+06,78.76,62.15,27.13,101.78,56.15,41.78,40.75,172277,257333,67.1,212.4,1.23986e+06,0,59.7029
2014-01-17,34.21,1.24656e+06,456720,495274,479809,512941,99566.5,91622.2,195228,138973,1.23132e+06,1.23881e+06,59183,51697.1,-4.34,-2370.96,1326.67,292.31,-751.99,49533.7,19521.9,3639.43,72695,3,1,1,5,0,60346,-7,0.8,-6.7,-10.6,1.8,-4.34,1.55835e+06,1.52028e+06,78.39,62.1,27.09,102.13,51.27,40.71,39.58,122228,182574,82.8,157.8,1.24656e+06,0,63.462
2014-01-18,30.9,1.14276e+06,438074,423487,438026,476210,69565.8,109215,181393,133789,1.12706e+06,1.1427e+06,54723.4,39080.4,-3.54,-2413.59,1284.37,292.8,-836.43,49148.1,19338.6,3623.29,72110,3,1,1,6,1,79190,-7,0.4,-6.1,-7.4,2.4,-3.54,1.44308e+06,1.42571e+06,78.39,62.04,27.08,102.1,53.89,39.74,42.56,160396,239586,63.8,117.3,1.14276e+06,0,65.7219
2014-01-19,30.7,1.12801e+06,438315,412807,434230,467092,65773.5,122632,178964,133323,1.11728e+06,1.13585e+06,53781.1,35211.8,-2.66,-2500.59,1231.11,292.02,-977.47,48762.6,19155.3,3607.14,71525,3,1,1,7,1,105257,-6,0.5,-5.3,-5.4,2.9,-2.66,1.40818e+06,1.40349e+06,78.39,61.98,27.07,102.08,56.5,38.78,45.54,213194,318451,28.1,104.3,1.12801e+06,0,66.7863
2014-01-20,34.59,1.27679e+06,464351,481453,497922,528692,98379.5,113630,200695,142888,1.26135e+06,1.26666e+06,58127.4,52812.3,-3.98,-2598.65,1170.9,290.57,-1137.17,48377,18972,3591,70940,4,1,1,1,0,86418,-5.9,-0.8,-6.9,-7.8,1.5,-3.98,1.56771e+06,1.52956e+06,78.39,61.92,27.06,102.05,59.11,37.81,48.52,175036,261454,10.7,145.8,1.27679e+06,0,67.1505
2014-01-21,42.12,1.30252e+06,466631,520564,510882,526814,109508,102638,204798,147223,1.29182e+06,1.29724e+06,59902,54482.4,-4.62,-2671.47,1116.26,286.45,-1268.77,47996,18788.6,3572.14,70356.7,4,1,1,2,0,48979,-7.6,-2.4,-6.8,-6.7,0.4,-4.62,1.57103e+06,1.52326e+06,78.91,61.95,27.04,102.3,55.78,50.71,49.51,99204.9,148184,4.6,203.7,1.30252e+06,0,67.3581
2014-01-22,42.43,1.30537e+06,467840,525832,516738,517256,103199,104013,207683,152558,1.29546e+06,1.29966e+06,62634.1,58434.1,-4.22,-2746.74,1061.1,281.31,-1404.34,47615,18605.1,3553.29,69773.4,4,1,1,3,0,72837,-10.5,-0.8,-5.8,-5.1,1.1,-4.22,1.5761e+06,1.53658e+06,79.81,61.44,27.02,102.4,50.83,47,52.68,147528,220365,4.7,247.2,1.30537e+06,0,67.615
2014-01-23,40.4,1.30111e+06,469562,504558,519582,522846,92472.1,116286,202227,149315,1.28384e+06,1.293e+06,63735,54572.5,-3.88,-2816.92,1008.65,277.12,-1531.2,47234,18421.7,3534.43,69190.1,4,1,1,4,0,85444,-9.4,0.4,-5.5,-6.1,1.2,-3.88,1.59567e+06,1.55819e+06,78.88,61.04,27,101.49,49.01,44.46,48.01,173063,258507,17.7,269.1,1.30111e+06,0,68.0001
2014-01-24,41.52,1.29253e+06,467316,503837,513243,522290,93958,111844,203357,148495,1.27787e+06,1.28646e+06,62761.4,54170.9,-3.74,-2870.04,960.37,273.02,-1636.6,46853,18238.3,3515.57,68606.9,4,1,1,5,0,79390,-9.2,0.1,-5.9,-4.6,0.9,-3.74,1.56709e+06,1.53153e+06,78.82,60.86,26.98,98.96,52.4,40.64,50.21,160801,240191,28.2,283.5,1.29253e+06,0,68.4672
2014-01-25,32.52,1.17729e+06,437999,425787,470970,502368,73943.4,116289,177374,135812,1.16029e+06,1.18026e+06,60769.9,40801.4,-2.06,-2923.16,912.08,268.91,-1742.16,46472,18054.9,3496.71,68023.6,4,1,1,6,1,83711,-6.2,-0.2,-2,-3.8,1.9,-2.06,1.42379e+06,1.41131e+06,78.58,60.9,26.97,98.61,52.84,33.83,46.45,169553,253264,23.3,281.4,1.17729e+06,0,69.2088
2014-01-26,31.56,1.12688e+06,431282,391092,459128,494545,65269.2,124128,166945,133378,1.12262e+06,1.14314e+06,58783.6,38265.6,-3.44,-2966.51,867.1,265.92,-1833.49,46091,17871.4,3477.86,67440.3,4,1,1,7,1,84494,-6.4,-0.9,-3.2,-8.3,1.6,-3.44,1.3659e+06,1.37666e+06,78.35,60.95,26.95,98.26,53.29,27.03,42.7,171139,255633,15.1,366,1.12688e+06,0,69.982
2014-01-27,33.02,1.23477e+06,455730,447969,487774,529666,91273.9,116788,183340,141530,1.21812e+06,1.23595e+06,61696.9,43861.7,-4.02,-3000.98,827.49,264.12,-1909.37,45710,17688,3459,66857,5,1,1,1,0,73240,-4.2,-0.6,-4.3,-11.4,0.4,-4.02,1.53235e+06,1.50885e+06,78.12,60.99,26.94,97.91,53.74,20.22,38.94,148345,221585,52.2,380,1.23477e+06,0,72.0437
2014-01-28,33.87,1.23442e+06,453983,459338,481559,513819,92453.7,112685,185757,140116,1.21375e+06,1.22596e+06,61876.3,49671.5,-1.58,-2968.61,820.47,264.58,-1883.59,45399.7,17534.9,3440.86,66375.4,5,1,1,2,0,69206,-2.3,1.6,-3.8,-5.9,2.5,-1.58,1.52837e+06,1.4912e+06,78.69,61.03,26.89,98.64,54.57,9.41,43.2,140174,209380,62.5,351,1.23442e+06,0,74.7107
2014-01-29,34.45,1.25322e+06,462989,473768,484284,510949,92263,117832,191610,142349,1.23115e+06,1.2449e+06,63633.9,49881.4,-2.1,-2946.94,808.04,264.14,-1874.71,45089.4,17381.7,3422.71,65893.9,5,1,1,3,0,72517,-4.4,0,-1.8,-4.8,0.5,-2.1,1.53725e+06,1.50818e+06,79.25,61.18,26.85,97.98,50.96,31.43,39.66,146880,219397,48.2,324,1.25322e+06,0,76.0729
2014-01-30,35.93,1.27467e+06,466252,490317,496067,525193,101288,110769,195211,145075,1.25882e+06,1.27135e+06,62566,50030.1,-3.22,-2918.29,800.49,264.12,-1853.66,44779.1,17228.6,3404.57,65412.3,5,1,1,4,0,56737,-5.8,-0.5,-3.5,-4.4,-1.9,-3.22,1.57414e+06,1.54172e+06,79.53,61.29,26.79,98.32,58.31,28.14,43.75,114918,171655,39.6,321.2,1.27467e+06,0,77.816
2014-01-31,37.15,1.28007e+06,469719,506577,488044,527926,108959,95714.5,196666,141139,1.26339e+06,1.27136e+06,63133,55163.8,-2.54,-2884.69,798.31,264.51,-1821.89,44468.9,17075.4,3386.43,64930.7,5,1,1,5,0,40248,-4.7,0,-2,-6.1,0.1,-2.54,1.56018e+06,1.52628e+06,78.72,61.56,25.27,97.93,55.88,39.42,45.85,81520.6,121769,42.6,378.7,1.28007e+06,0,79.7028
2014-02-01,31.1,1.10383e+06,424685,398561,417790,475182,75299.6,108292,175880,129107,1.09365e+06,1.11114e+06,58819.9,41332.6,-0.45,-2851.1,796.13,264.9,-1790.01,44158.6,16922.3,3368.29,64449.2,5,2,1,6,1,65639,-4.6,2.1,-3.3,-8.8,4,-0.45,1.36907e+06,1.37722e+06,78.67,60.71,25.21,97.5,53.53,35.05,46.16,132949,198588,21.2,500.6,1.10383e+06,0,80.9319
2014-02-02,30.27,1.056e+06,396276,379783,407833,471497,80883.4,95296.9,160069,118396,1.04506e+06,1.06497e+06,55377.1,35464.6,1.56,-2802.65,796.16,263.9,-1742.57,43848.3,16769.1,3350.14,63967.6,5,2,1,7,1,54138,1.8,4.7,4.1,-8.8,6,1.56,1.28309e+06,1.27818e+06,78.61,59.86,25.14,97.08,51.19,30.68,46.47,109654,163792,99.7,548.8,1.056e+06,0,80.6685
2014-02-03,33.24,1.19094e+06,419269,472240,465435,506827,113506,79273.8,168408,126836,1.16662e+06,1.18518e+06,58930.7,40372.5,2.06,-2769.37,785.65,263.45,-1720.27,43538,16616,3332,63486,6,2,1,1,0,24727,2,3.4,1.7,-2.3,5.5,2.06,1.41218e+06,1.35836e+06,78.56,59.01,25.08,96.65,48.85,26.31,46.77,50083.5,74810.5,66.2,673.1,1.19094e+06,0,76.3599
2014-02-04,32.41,1.18252e+06,419328,469504,459389,504940,113840,76765.6,165796,125285,1.15835e+06,1.17649e+06,59466.4,41324.9,1.54,-2700.74,780.49,264.58,-1655.71,43280,16470.1,3316.29,63066.4,6,2,1,2,0,32180,0.2,2.2,0.8,0.4,4.1,1.54,1.42032e+06,1.36565e+06,78.25,58.77,25.08,96.58,50.49,24.63,43.85,65179.2,97359.2,33.5,684.3,1.18252e+06,0,76.8723
2014-02-05,31.85,1.17606e+06,414317,454059,472198,495851,93856.7,90815.5,169921,126394,1.15029e+06,1.16712e+06,59665.3,42838.6,1.8,-2647.67,772.03,265.59,-1610.01,43022,16324.3,3300.57,62646.9,6,2,1,3,0,38103,-0.2,2.6,1.2,-1,6.4,1.8,1.3958e+06,1.3668e+06,78.45,59.18,25.08,96.71,51.1,12.04,35.98,77176,115279,21.2,705.1,1.17606e+06,0,77.919
2014-02-06,31.42,1.16102e+06,416039,429699,462163,495475,88300.4,102854,171109,126135,1.13761e+06,1.15416e+06,59864.2,43312.2,1.06,-2596.06,763.14,266.61,-1566.29,42764,16178.4,3284.86,62227.3,6,2,1,4,0,61418,-0.6,3.8,0.6,-4.5,6,1.06,1.3927e+06,1.37747e+06,79.43,59.32,25.08,98.07,55.41,5.02,35.88,124400,185818,36.8,849.3,1.16102e+06,0,80.306
2014-02-07,30.41,1.11433e+06,410611,384098,432798,495685,78773.1,103819,169843,124809,1.09203e+06,1.10841e+06,58871,42484.6,0.86,-2551.94,748.57,266.49,-1536.9,42506,16032.6,3269.14,61807.7,6,2,1,5,0,72777,1.1,3.6,1.7,-6.5,4.4,0.86,1.36483e+06,1.35364e+06,80.72,58.49,25.08,98.83,55.49,3.24,28.85,147407,220184,100.1,887.2,1.11433e+06,0,82.8477
2014-02-08,28.84,1.00173e+06,389412,312671,377685,469292,61360.3,107130,155418,113975,983875,1.00307e+06,52553.9,33360.3,1.34,-2507.82,734,266.37,-1507.49,42248,15886.7,3253.43,61388.1,6,2,1,6,1,72235,0.6,4,2.3,-4.8,4.6,1.34,1.22218e+06,1.23675e+06,80.36,58.32,25.08,98.87,57.14,3.27,32.81,146309,218544,143.1,873.4,1.00173e+06,0,86.4269
2014-02-09,28.17,982443,380007,314968,378621,456035,62542.8,108834,149352,108870,970523,988705,49237,31054.6,2.76,-2461.18,722.98,267.83,-1470.34,41990,15740.9,3237.71,60968.6,6,2,1,7,1,83179,2.1,4.5,4.3,-3.2,6.1,2.76,1.18845e+06,1.20708e+06,80.01,58.14,25.08,98.91,58.78,3.3,36.77,168476,251655,147.9,982.6,982443,0,86.8888
2014-02-10,31.08,1.14067e+06,407604,417939,438079,513718,105314,80233.5,168031,125772,1.11903e+06,1.13766e+06,57536.5,38901.9,3.26,-2420.8,716.9,269.02,-1434.89,41732,15595,3222,60549,7,2,1,1,0,40805,3.2,4.5,5.2,-1.6,5,3.26,1.36024e+06,1.31723e+06,79.65,57.96,25.08,98.95,60.43,3.33,40.73,82648.8,123454,190.5,825.3,1.14067e+06,0,84.4077
2014-02-11,31.84,1.14669e+06,409832,433979,448415,510395,99597,71933.8,167813,125706,1.12566e+06,1.14201e+06,57450.9,41093.6,1.82,-2412.94,707.67,260.41,-1444.89,41447.4,15447.7,3195.57,60090.7,7,2,1,2,0,21324,1.4,3,2.1,-2.6,5.2,1.82,1.35739e+06,1.32426e+06,79.47,57.98,25.08,100.28,55.49,19.46,38.5,43190.9,64514.9,44.7,835.6,1.14669e+06,0,83.1135
2014-02-12,31.42,1.13791e+06,414231,410414,445049,503476,88520.7,93482.3,169872,125863,1.11767e+06,1.13324e+06,57559.5,41997.5,1.02,-2410.51,699.98,252.33,-1458.23,41162.9,15300.4,3169.14,59632.4,7,2,1,3,0,57091,1.6,3,1.9,-4.3,2.9,1.02,1.36161e+06,1.33601e+06,80.15,58.5,25.08,100.74,51.74,20.22,34.32,115635,172726,42,848.4,1.13791e+06,0,85.0812
2014-02-13,31,1.12867e+06,413161,383370,438484,516753,88294.1,97705.7,167348,126856,1.10729e+06,1.12468e+06,55668.3,38269.9,1.12,-2401.2,693.18,244.61,-1463.44,40878.3,15153.1,3142.71,59174.1,7,2,1,4,0,70130,1.1,3.6,2.1,-5.5,4.3,1.12,1.37703e+06,1.34354e+06,79.51,57.88,24.87,100.73,49,7.33,32.95,142045,212175,181,689,1.12867e+06,0,88.666
2014-02-14,31.02,1.1254e+06,401753,389932,442907,510519,89966.2,85433.7,168414,130748,1.10304e+06,1.11663e+06,56001,42408.6,2.1,-2407.27,683.37,236.39,-1487.47,40593.7,15005.9,3116.29,58715.9,7,2,1,5,0,47727,2.3,3.8,4.3,-4.8,4.9,2.1,1.34024e+06,1.3151e+06,79.58,57.85,24.76,101.41,48.77,3.82,34.5,96669,144396,138,671.3,1.1254e+06,0,89.4176
2014-02-15,27.74,978394,380060,298353,372859,467733,59117,108697,157099,107457,969136,982240,50141.1,37036.6,2.34,-2413.33,673.55,228.16,-1511.59,40309.1,14858.6,3089.86,58257.6,7,2,1,6,1,98668,1.7,4.1,3.8,-3.8,5.9,2.34,1.23442e+06,1.23246e+06,79.62,57.74,24.76,101.48,48.95,16.26,35.95,199848,298516,129.3,657.6,978394,0,92.0976
2014-02-16,27.64,960378,377510,298851,358160,453287,61796.2,105613,148540,107332,946007,965083,49004.2,29928.2,1.76,-2414.49,664.35,220.57,-1529.56,40024.6,14711.3,3063.43,57799.3,7,2,1,7,1,92248,2.4,4.4,3,-5.7,4.7,1.76,1.20445e+06,1.19749e+06,79.66,57.63,24.76,101.56,49.14,28.71,37.41,186844,279092,257.1,467.8,960378,0,92.1195
2014-02-17,30.47,1.1041e+06,409314,411944,419616,505290,101221,72013.3,166303,114189,1.09645e+06,1.10344e+06,54319.5,47336,0.82,-2412.78,656.39,212.31,-1544.07,39740,14564,3037,57341,8,2,1,1,0,51572,-1.5,4.1,1.7,-2.9,2.7,0.82,1.34983e+06,1.29716e+06,79.7,57.52,24.76,101.63,49.32,41.16,38.86,104457,156029,33.2,585,1.1041e+06,0,92.7888
2014-02-18,31.67,1.14578e+06,419072,452035,443091,510380,112434,63734.4,163256,119040,1.13785e+06,1.14519e+06,52550.7,45214.4,-1.1,-2335.68,659.31,210.67,-1465.71,39508.7,14418.3,3016.71,56943.7,8,2,1,2,0,28007,-4.9,1.5,0.4,-3.6,1.1,-1.1,1.38866e+06,1.33165e+06,80.45,57.28,24.73,101.74,50.68,45.37,40.75,56727,84734,55,587.1,1.14578e+06,0,93.6984
2014-02-19,33.79,1.17473e+06,422318,479828,458503,509322,115246,62205.2,165918,121365,1.16199e+06,1.17272e+06,53142.1,42407.1,-2.88,-2259.75,659.9,209.55,-1390.33,39277.4,14272.6,2996.43,56546.4,8,2,1,3,0,9511,-6.5,0.5,-2.5,-5.5,-0.4,-2.88,1.40349e+06,1.35815e+06,80.37,56.6,24.68,101.81,52.25,27.31,43.94,19264.1,28775.1,54.8,585.1,1.17473e+06,0,94.8292
2014-02-20,32.01,1.15804e+06,425078,445637,452077,506398,95317.5,80203.5,166890,121788,1.13936e+06,1.15403e+06,55218.1,40555.4,-2.94,-2182.8,662.92,208.71,-1311.21,39046.1,14126.9,2976.14,56149.1,8,2,1,4,0,38633,-5.6,0.5,-1.2,-9.3,0.9,-2.94,1.39691e+06,1.37034e+06,80.48,56.58,24.64,101.8,47.36,10.29,34.93,78249.5,116883,21.6,663,1.15804e+06,0,96.2052
2014-02-21,29.79,1.12927e+06,417525,418194,431476,514600,97376.7,74024.3,165982,118444,1.11236e+06,1.12526e+06,55364.2,42461.8,-1.16,-2095.69,668.92,208.57,-1218.16,38814.9,13981.1,2955.86,55751.9,8,2,1,5,0,39513,-0.8,2.7,-0.4,-11.7,4.4,-1.16,1.38224e+06,1.34098e+06,80.14,56.47,24.56,102.08,47.34,16.52,34.56,80031.9,119545,120.3,598.4,1.12927e+06,0,100.706
2014-02-22,27.72,998803,387216,327792,376889,463929,67790.9,100082,148996,107465,980892,999268,49479.6,31103.7,0.76,-2008.59,674.92,208.43,-1125.21,38583.6,13835.4,2935.57,55354.6,8,2,1,6,1,74612,1.7,4.3,-0.2,-7,5,0.76,1.22519e+06,1.21516e+06,80.28,56.37,24.57,102.37,47.51,22.57,33.22,151123,225735,115.6,591.2,998803,0,100.263
2014-02-23,26.18,942390,369946,290055,356141,446546,59597.4,106484,140151,101670,925836,944755,47816.5,28897.5,3.26,-1919.36,680.47,208.66,-1030.24,38352.3,13689.7,2915.29,54957.3,8,2,1,7,1,80468,3.9,5.3,2.4,-1.9,6.6,3.26,1.1464e+06,1.166e+06,80.42,56.27,24.58,102.65,47.67,28.63,31.88,162985,243453,67.3,585.1,942390,0,95.9196
2014-02-24,27.55,1.04847e+06,394436,343538,400030,496054,81990.6,97747.8,156398,105351,1.03285e+06,1.04269e+06,48412.7,38575.2,4.9,-1832.92,687.24,208.65,-937.03,38121,13544,2895,54560,9,2,1,1,0,64318,5.6,5.5,5.8,0.7,6.9,4.9,1.269e+06,1.24528e+06,80.55,56.17,24.59,102.94,47.84,34.68,30.54,130273,194591,150.4,536.7,1.04847e+06,0,85.0215
2014-02-25,28.2,1.06933e+06,386224,384212,418158,492558,92588.2,76999.8,154977,111720,1.05195e+06,1.06549e+06,50415.1,36870.8,4.78,-1733.06,708.78,213.55,-810.69,37903,13414.9,2880.29,54198.2,9,2,1,2,0,39908,4,4.7,5.6,1,8.6,4.78,1.29397e+06,1.25717e+06,79.62,56.06,24.59,103.02,45.43,17.91,34.56,80832,120740,57.1,492.1,1.06933e+06,0,79.4921
2014-02-26,30.18,1.11896e+06,391377,440394,432586,498315,116412,59759.3,161393,116352,1.10177e+06,1.11482e+06,52144.5,39092.6,3.34,-1624.14,730.89,218.02,-675.21,37685,13285.7,2865.57,53836.3,9,2,1,3,0,17613,1.6,4.8,4.8,-1.8,7.3,3.34,1.3485e+06,1.28571e+06,79.79,56.17,24.59,102.81,51.68,23.78,41.34,35674.4,53287.4,52.8,455.1,1.11896e+06,0,79.6247
2014-02-27,29.63,1.14065e+06,392366,446815,442498,495930,123842,76333.7,162285,115629,1.12099e+06,1.13471e+06,54325.8,40608.7,3.36,-1521.9,749.43,221.94,-550.54,37467,13156.6,2850.86,53474.4,9,2,1,4,0,28770,3.3,4.7,5.1,-2.6,6.3,3.36,1.35426e+06,1.28932e+06,79.79,56.46,24.59,102.61,48.2,28.72,41.72,58272.4,87042.4,99.5,382.7,1.14065e+06,0,79.1909
2014-02-28,29.83,1.13318e+06,397563,439507,427909,502785,127564,69063,159295,116351,1.11233e+06,1.12771e+06,53607.7,38231.6,2.98,-1412.57,770.45,226.12,-415.96,37249,13027.4,2836.14,53112.6,9,2,1,5,0,14217,2.4,4.3,4.1,-1.1,5.2,2.98,1.33295e+06,1.26835e+06,78.96,55.82,24.59,102.87,50.2,5.7,41.35,28795.9,43012.9,55.7,473.7,1.13318e+06,0,79.0611
2014-03-01,28.89,1.04601e+06,382529,419800,396969,479739,105538,39600.8,143733,106586,1.02877e+06,1.04573e+06,48063.9,31106.7,3.12,-1190.53,839.82,236.06,-114.69,37031,12898.3,2821.43,52750.7,9,3,2,6,1,4438,1.5,3.3,4,-4.2,3.7,3.12,1.23942e+06,1.18512e+06,79.56,55.2,24.59,102.05,52.17,4.33,40.23,8988.98,13427,108.4,587.9,1.04601e+06,0,81.8537
2014-03-02,27.79,986681,370016,351904,373694,469479,80601.1,59329.5,142797,105515,967109,986228,48248.7,29129.9,1.54,-1078.55,858.83,239.69,19.93,36813,12769.1,2806.71,52388.8,9,3,2,7,1,33973,1.1,3.6,3.1,-4.2,4.1,1.54,1.2068e+06,1.18471e+06,80.16,54.58,24.59,101.24,54.14,2.95,39.12,68810.9,102784,61.2,626,986681,0,84.6149
