Date,System Price,Total Vol,NO Buy Vol,NO Sell Vol,SE Buy Vol,SE Sell Vol,DK Buy Vol,DK Sell Vol,FI Buy Vol,FI Sell Vol,Nordic Buy Vol,Nordic Sell Vol,Baltic Buy Vol,Baltic Sell Vol,T Nor,NO Hydro Dev,SE Hydro Dev,FI Hydro Dev,Total Hydro Dev,NO Hydro,SE Hydro,FI Hydro,Total Hydro,Week,Month,Season,Weekday,Weekend,Wind DK,Temp Hamar,Temp Krsand,Temp Namsos,Temp Troms,Temp Bergen,Temp Norway,Supply,Demand,Oil,Coal,Gas,Low Carbon,APX,OMEL,EEX,Wind SE,Wind Prod,Prec Norway,Prec Norway 7,Curve Demand,Holiday,Snow Norway
2014-10-15,33.97,978023,354776,407106,377425,403180,79838,55061.4,153971,108438,966010,973786,76213.7,68437.7,4.46,-5992.39,-2487.02,-217.54,-8696.81,65262,23465.6,3372.71,92100.3,42,10,4,3,0,25032,5.2,9.3,4.6,-3.8,7,4.46,1.149e+06,1.12735e+06,66.15,56.96,23.72,95.65,57.65,43.41,42.72,50701.3,75733.3,27,799.9,972431,0,0.460854
2014-10-16,34.19,998760,359663,415827,381088,406695,86355.6,60773.4,158958,110856,986065,994151,77126.8,69041.5,3.08,-5686.71,-2439.96,-226.92,-8353.67,65573,23497.9,3363.57,92434.4,42,10,4,4,0,10923,2.4,6.3,3,-2.9,6.6,3.08,1.18648e+06,1.1633e+06,66.26,56.44,23.66,95.41,77.2,43.04,41.9,22124.1,33047.1,54.8,883,992861,0,1.44148
2014-10-17,33.45,1.00902e+06,364672,428070,382578,401864,86134.8,59336,161219,112423,994604,1.00169e+06,77756,70666.8,3.38,-5379.41,-2387.31,-235.73,-8002.44,65884,23530.1,3354.43,92768.6,42,10,4,5,0,11456,3,7,1.8,-0.9,6,3.38,1.18441e+06,1.15876e+06,67.19,56.11,23.61,98.09,46.87,42.78,40.3,23203.7,34659.7,89.4,997.3,1.00373e+06,0,3.79999
2014-10-18,31.52,883817,339729,356020,331941,340555,57322.7,69354.6,144104,112260,873097,878190,70544.5,65451,5,-5080.41,-2336.12,-245.43,-7661.96,66195,23562.4,3345.29,93102.7,42,10,4,6,1,40194,5.2,11,0.4,-2.2,10.6,5,1.04899e+06,1.05213e+06,67.08,56.2,23.59,97.86,46.47,47.91,36.45,81411.3,121605,96.4,1049,869787,0,3.45107
2014-10-19,28.55,805605,319477,275211,295125,338422,49457.6,87351.1,134823,104945,798882,805929,62416.7,55370.1,7.08,-4781.41,-2284.94,-255.12,-7321.46,66506,23594.7,3336.14,93436.8,42,10,4,7,1,60523,9.5,13.5,4.2,-4.6,12.8,7.08,967377,1.00132e+06,66.97,56.28,23.57,97.62,46.06,53.04,32.61,122587,183110,258.4,835.6,786180,0,1.84863
2014-10-20,28.66,924637,342603,335722,348687,380498,68854.9,79045.4,149422,120083,909568,915349,71536.1,65755.6,5.88,-4485.29,-2237.78,-267.14,-6990.31,66817,23627,3327,93771,43,10,4,1,0,66497,8.7,11.8,4.3,-5.6,10.2,5.88,1.12931e+06,1.11639e+06,66.86,56.37,23.55,97.39,45.66,58.18,28.76,134687,201184,67.9,961.2,919406,0,1.25022
2014-10-21,30.98,961521,345936,361048,366606,386761,74292.9,72567.6,154148,129157,940983,949534,71428.2,62877.4,5.48,-4136.27,-2154,-262.39,-6552.67,67189.7,23702,3337.43,94229.1,43,10,4,2,0,36043,6.8,10.7,5,-5.6,10.5,5.48,1.15482e+06,1.1516e+06,67.56,56.57,23.49,99.42,41.1,64.99,32.13,73003.6,109047,35.7,1088.1,949572,0,1.18488
2014-10-22,30.73,987891,352107,384240,367891,379685,83612.8,75819.1,161253,135470,964864,975213,76243.1,65893.5,4.12,-3753.41,-2059.73,-256.1,-6069.23,67562.4,23777,3347.86,94687.3,43,10,4,3,0,24823,4.1,11.8,4,-7.2,7.9,4.12,1.1744e+06,1.18216e+06,66.74,57.43,23.47,100.17,50.32,51.08,26.23,50277.9,75100.9,197.3,1166.2,969781,0,1.86263
2014-10-23,31.12,1.00713e+06,351522,398080,385417,401045,86762.7,60434,160699,132386,984400,991945,77362.6,69817.9,5.08,-3346.51,-1961.29,-249.2,-5557.04,67935.1,23852,3358.29,95145.4,43,10,4,4,0,27138,3.1,11.4,5.3,-4.6,10.2,5.08,1.2251e+06,1.20336e+06,68.54,57.62,23.44,101.01,50.5,60.89,40.92,54966.9,82104.9,137.9,1206.8,1.00181e+06,0,4.1102
2014-10-24,28.27,961101,348950,353482,359117,397296,76170.9,69340.2,157017,129782,941255,949900,74328.2,65682.9,8.02,-2928.67,-1861.2,-241.33,-5031.2,68307.9,23927,3368.71,95603.6,43,10,4,5,0,63363,11.2,12.5,7.3,-1.8,10.9,8.02,1.19648e+06,1.16142e+06,68.04,57.63,23.41,100.61,51.65,60.57,36.34,128339,191702,203.7,1127.8,960250,0,3.51463
2014-10-25,26.06,871908,330764,343566,310382,353628,73473,53914.9,145398,120226,860017,871335,66663.4,55346,7.98,-2508.18,-1759.41,-232.9,-4500.53,68680.6,24002,3379.14,96061.7,43,10,4,6,1,36744,11,11.5,5.6,1.7,10.1,7.98,1.05537e+06,1.03744e+06,67.92,57.57,23.4,100.4,48.58,61.75,35.26,74423.4,111167,148.1,1082.4,870407,0,2.43584
2014-10-26,21.21,869325,337615,315750,310191,365156,66769.3,72568.3,138700,114030,853275,867505,73936.4,59705.9,8.94,-2087.69,-1657.61,-224.47,-3969.76,69053.3,24077,3389.57,96519.9,43,10,4,7,1,71857,11.5,12.7,7.2,1.6,11.7,8.94,1.05833e+06,1.03982e+06,67.81,57.51,23.39,100.18,45.51,62.94,34.18,145543,217400,45,1146.3,837957,0,1.71273
2014-10-27,22.68,915947,351551,333769,333996,387955,75579.8,76013.8,146604,117029,907731,914767,76154.1,69117.9,8.38,-1702.82,-1589.96,-215.37,-3508.09,69426,24152,3400,96978,44,10,4,1,0,74527,12.9,13.1,5,0,10.9,8.38,1.12876e+06,1.09612e+06,67.69,57.46,23.38,99.97,42.44,64.13,33.1,150951,225478,193.5,1113.6,913064,0,1.50499
2014-10-28,21.39,909208,346707,347673,329564,373334,78202.5,69819.9,144456,112916,898929,903743,79389.3,74574.7,8.74,-1688.23,-1591.24,-202.59,-3482.06,69366.7,24146.6,3414.71,96928,44,10,4,2,0,61271,14,13.5,4.8,0.4,11,8.74,1.1242e+06,1.09392e+06,67.49,57.03,23.36,100.63,44.57,60.72,36.07,124102,185373,162.6,1213.8,907465,0,1.39624
2014-10-29,25.01,972777,360710,396543,362070,399062,91779.7,54828.4,146990,116506,961550,966939,78717.2,73328.1,5,-1647.88,-1582.49,-188.79,-3419.21,69307.4,24141.1,3429.43,96878,44,10,4,3,0,29725,7.3,8.9,3.3,-1.2,6.7,5,1.1478e+06,1.11476e+06,68.4,57.2,23.36,100.7,69.92,63.5,43.3,60206.7,89931.7,275.4,1001.8,972608,0,1.72231
2014-10-30,28.77,1.02566e+06,380166,451040,392473,403301,98887.1,51093.5,149362,123702,1.02089e+06,1.02914e+06,80458.8,72210,2.86,-1619.29,-1573.74,-175.82,-3368.83,69248.1,24135.7,3444.14,96828,44,10,4,4,0,7051,0.7,6.9,4.1,-3.1,5.7,2.86,1.20983e+06,1.17745e+06,68.46,57.83,23.34,101.49,55.81,63.08,47.03,14281.5,21332.5,178.5,826,1.02551e+06,0,2.43436
2014-10-31,29.43,1.0176e+06,374298,438350,396430,405329,86513.1,47122.9,150931,121230,1.00817e+06,1.01203e+06,76772.9,72914,3.22,-1572.47,-1561.1,-165.51,-3298.99,69188.9,24130.3,3458.86,96778,44,10,4,5,0,17754,-0.6,9.7,2.1,-4.6,9.5,3.22,1.2148e+06,1.1853e+06,68.56,57.61,23.2,103.42,45.39,51.41,37.17,35960,53714,124.7,703.3,1.0171e+06,0,3.3576
2014-11-01,23.18,901792,347033,375749,332703,364274,70295.9,47820.2,139456,112888,889489,900731,72936.4,61694.3,5.76,-1502.31,-1540.63,-154.26,-3197.31,69129.6,24124.9,3473.57,96728,44,11,4,6,1,33051,4.5,11.4,5,-5,12.9,5.76,1.06608e+06,1.06433e+06,68.33,57.62,23.23,103.1,47.02,49.21,33.02,66943.4,99994.4,102.7,682.7,898813,0,4.40747
2014-11-02,18.68,848340,333901,323407,308717,358304,61485.3,66349.8,134129,98212.1,838232,846273,68295.8,60255.1,7.56,-1432.14,-1520.16,-143.02,-3095.33,69070.3,24119.4,3488.29,96678,44,11,4,7,1,56106,8.9,12.2,4.8,1,10.9,7.56,1.00761e+06,1.011e+06,68.09,57.62,23.26,102.77,48.66,47,28.87,113640,169746,108.9,667,838903,0,3.7736
2014-11-03,22.08,940330,360202,376753,348987,388116,78335.9,79709.8,146041,96707.9,933565,941286,75069.6,67348.6,6.2,-1329.35,-1463.51,-129.92,-2922.81,69011,24114,3503,96628,45,11,4,1,0,65158,7.7,10.4,4.8,0.2,7.9,6.2,1.11641e+06,1.11158e+06,67.86,57.63,23.29,102.45,50.3,44.79,24.72,131975,197133,160.8,557.9,932282,0,3.59337
2014-11-04,26.13,981363,368912,407083,363041,419584,94797.6,58431.5,146394,96326.3,973145,981425,68730.4,60449.7,2.4,-1283.25,-1426.32,-115.72,-2825.23,68885.6,24085.9,3519,96490.4,45,11,4,2,0,25980,5.3,8.6,-1.1,-6.7,5.9,2.4,1.17584e+06,1.14741e+06,66.18,57.18,23.24,101.35,47.83,45.1,32.65,52621.4,78601.4,262.8,405.6,980093,0,5.12992
2014-11-05,30.03,1.03902e+06,381870,440635,394234,432264,95210.2,57046.4,159227,107510,1.03054e+06,1.03746e+06,70774.9,63859.9,0.24,-1240.7,-1394.31,-103.25,-2738.3,68760.1,24057.7,3535,96352.9,45,11,4,3,0,18893,1.9,5.5,-4,-8.5,6.3,0.24,1.25549e+06,1.21323e+06,66.47,57.33,23.17,103.18,49.73,55.46,45.23,38267,57160,63.4,377.3,1.03833e+06,0,5.47813
2014-11-06,31,1.08152e+06,390937,469323,414817,437961,103410,60758.4,165912,111167,1.07508e+06,1.07921e+06,77207.6,73073.8,1.14,-1217.68,-1372.18,-91.08,-2680.87,68634.7,24029.6,3551,96215.3,45,11,4,4,0,18879,-0.8,3.2,-0.3,-3.3,6.9,1.14,1.30813e+06,1.26498e+06,66.2,56.92,23.17,103.42,47.66,57.83,49.15,38238.6,57117.6,2.7,413.7,1.0814e+06,0,5.65253
2014-11-07,30.56,1.05913e+06,395005,462064,403701,422176,85080.4,59529.9,164375,110167,1.04816e+06,1.05394e+06,77166.6,71390.9,2.26,-1185.53,-1344.84,-78.35,-2608.77,68509.3,24001.4,3567,96077.7,45,11,4,5,0,36768,-1.8,5.7,-0.7,-1.3,9.4,2.26,1.27729e+06,1.264e+06,67.29,58.02,23.22,102.58,49.99,50.15,35.34,74472,111240,2,500,1.05601e+06,0,5.9059
2014-11-08,27.33,939305,365425,386885,350117,376950,61944.5,74889.3,153257,100379,930744,939104,73242.4,64882.8,5.22,-1184.77,-1330.69,-67.18,-2582.67,68383.9,23973.3,3583,95940.1,45,11,4,6,1,45473,1.9,10.3,3.2,1,9.7,5.22,1.11827e+06,1.13569e+06,66.84,58.18,23.24,102.86,50.77,52.57,37.15,92103.7,137577,82.1,459.3,928438,0,6.62753
2014-11-09,25.72,886153,346157,349018,330222,368358,61930.1,81112.8,139553,89618,877862,888107,68796.1,58551.8,5.86,-1184.02,-1316.56,-56.02,-2556.57,68258.4,23945.1,3599,95802.6,45,11,4,7,1,40554,6.7,10.8,2.3,-0.2,9.7,5.86,1.03921e+06,1.06485e+06,66.39,58.34,23.25,103.13,51.55,54.98,38.97,82140.4,122694,93.2,418.2,870180,0,5.81272
2014-11-10,29.42,1.01563e+06,376293,427170,382436,421031,93805.2,56643.9,154844,106945,1.00738e+06,1.01179e+06,76541,72128.4,4.34,-1192.55,-1298.75,-46.28,-2537.57,68133,23917,3615,95665,46,11,4,1,0,22299,6.8,9.4,1.4,-4.6,8.7,4.34,1.19952e+06,1.17083e+06,65.95,58.51,23.27,103.41,52.33,57.4,40.78,45165.7,67464.7,51.7,385.5,1.01422e+06,0,5.36432
2014-11-11,30.14,1.02046e+06,379454,433683,382546,413975,93343.9,61182.9,152862,107356,1.00821e+06,1.0162e+06,77876.5,69884.8,2.76,-1329.04,-1339.73,-51.12,-2719.89,67858.3,23820.3,3614,95292.6,46,11,4,2,0,28203,4,8.3,1.8,-6.2,5.9,2.76,1.19496e+06,1.15122e+06,65.74,59.28,23.26,103.84,46.3,42.66,36.31,57124,85327,110.5,305.7,1.01979e+06,0,5.77301
2014-11-12,29.96,1.02071e+06,382416,413136,375806,413960,89484.6,79248.9,156167,109246,1.00387e+06,1.01559e+06,80618.2,68902.1,3.36,-1474.57,-1384.76,-56.06,-2915.41,67583.6,23723.6,3613,94920.1,46,11,4,3,0,60766,3.4,9.7,1.8,-6.7,8.6,3.36,1.22004e+06,1.19397e+06,64.47,58.88,23.24,102.42,46.78,44.94,40.38,123079,183845,35.1,281.4,1.01513e+06,0,5.93546
2014-11-13,31.13,1.05338e+06,385725,432814,381448,430476,110205,67304.6,164384,117370,1.04176e+06,1.04796e+06,80441,74237.7,4.08,-1565.63,-1409.67,-58.55,-3033.87,67308.9,23626.9,3612,94547.7,46,11,4,4,0,19187,4.2,9.6,2.2,-4.7,9.1,4.08,1.25213e+06,1.21156e+06,62.56,59.13,23.21,102.79,46.82,45.49,43.21,38862.5,58049.5,39.1,253.1,1.05111e+06,0,6.82619
2014-11-14,30.73,1.02284e+06,379131,418524,381858,410748,82092.5,68992.9,163802,118671,1.00688e+06,1.01694e+06,80316.6,70265.3,4.5,-1663.02,-1433.53,-60,-3156.54,67034.1,23530.1,3611,94175.3,46,11,4,5,0,48450,4.8,9.5,4,-5.5,9.7,4.5,1.22482e+06,1.19743e+06,63.85,59.02,23.15,102.75,46.93,45.79,36.57,98133.4,146583,88.3,177.1,1.01826e+06,0,8.18386
2014-11-15,28.87,920984,360122,354741,338918,363926,62408.2,88469.7,152962,113660,914410,920796,65857.1,59470.8,4.56,-1765.51,-1459.75,-63.14,-3288.39,66759.4,23433.4,3610,93802.9,46,11,4,6,1,84948,5,9.5,6.2,-5.8,7.9,4.56,1.11407e+06,1.10306e+06,63.73,59.06,23.14,102.94,48.35,46.81,38.91,172059,257007,41.4,142.9,912874,0,7.85586
2014-11-16,28.01,899442,357145,336371,334069,363696,58204,95841.3,143939,105096,893356,901005,61174.5,53526.1,4.04,-1868,-1485.98,-66.29,-3420.29,66484.7,23336.7,3609,93430.4,46,11,4,7,1,86796,4.2,7.7,4.5,-1.9,5.7,4.04,1.0978e+06,1.09437e+06,63.6,59.1,23.13,103.14,49.76,47.83,41.25,175802,262598,52.1,143.5,887665,0,7.72625
2014-11-17,30.89,1.06315e+06,402428,437683,393238,430488,89772.1,69641.2,170877,124781,1.05632e+06,1.06259e+06,68013.3,61735,4.2,-1928.76,-1500.2,-68.25,-3497.27,66210,23240,3608,93058,47,11,4,1,0,42267,3.3,5.6,3.6,3.2,5.3,4.2,1.2536e+06,1.22821e+06,63.47,59.14,23.12,103.33,51.17,48.85,43.59,85610,127877,19,455.5,1.058e+06,0,7.84978
2014-11-18,31.83,1.08651e+06,408275,459091,402447,429547,96982.6,68065,167521,127604,1.07523e+06,1.08431e+06,71867.9,62785.5,2.9,-1984.12,-1503.16,-74,-3561.23,65941.6,23156.4,3602.57,92700.6,47,11,4,2,0,40616,3.1,6.1,-2.5,2.7,5.1,2.9,1.27234e+06,1.23818e+06,62.71,59.25,23.11,104.19,52.64,55.54,46.09,82266,122882,30.7,512.2,1.08464e+06,0,8.01293
2014-11-19,33.35,1.12377e+06,413568,477494,421689,437998,112253,77327.1,165865,128321,1.11338e+06,1.12114e+06,75220.1,67456.2,2.28,-2032.27,-1501.3,-79.74,-3613.39,65673.1,23072.9,3597.14,92343.1,47,11,4,3,0,24085,2.3,4.6,-3.3,2.8,5,2.28,1.30697e+06,1.26007e+06,62.31,58.99,23.11,104.17,49.19,52.81,47.58,48783.2,72868.2,10.8,552.9,1.12369e+06,0,7.6384
2014-11-20,34.13,1.14856e+06,419671,502346,430162,448536,118392,63558.1,171997,130971,1.14022e+06,1.14541e+06,77074.7,71886.4,1,-2088.86,-1496.3,-86.35,-3671.49,65404.7,22989.3,3591.71,91985.7,47,11,4,4,0,2727,1.6,3.3,-5.2,0.7,4.6,1,1.31718e+06,1.27501e+06,63.27,58.94,23.12,103.95,51.72,44.33,46.6,5523.42,8250.42,10.8,551.6,1.14632e+06,0,7.93883
2014-11-21,34.36,1.13665e+06,414902,501204,422572,438129,115547,63478.5,170772,127010,1.12379e+06,1.12982e+06,77495,71465.8,1.1,-2123.63,-1489.29,-92.9,-3705.81,65136.3,22905.7,3586.29,91628.3,47,11,4,5,0,1623,1.1,2.7,-3.1,0.8,4,1.1,1.31344e+06,1.27655e+06,64.69,59.61,23.14,106.12,56.33,47.24,44.81,3287.32,4910.32,12.3,550.8,1.13646e+06,0,8.53309
2014-11-22,32.13,1.03595e+06,394302,443218,387782,401249,81679.8,66311.7,157117,124317,1.02088e+06,1.0351e+06,69047.5,54832.1,0.78,-2141.47,-1476.63,-98.22,-3716.23,64867.9,22822.1,3580.86,91270.9,47,11,4,6,1,28252,-0.2,5.2,-3.4,-2.1,4.4,0.78,1.1907e+06,1.19002e+06,64.53,59.6,23.16,106.18,55.96,50.61,43.22,57223.2,85475.2,7.2,559,1.02941e+06,0,8.69995
2014-11-23,30.2,962497,379988,352077,358153,394055,58624.3,97807.9,150874,119707,947640,963646,65076.8,49070.3,3.36,-2159.3,-1463.98,-103.55,-3726.86,64599.4,22738.6,3575.43,90913.4,47,11,4,7,1,54521,2.1,8.1,2.6,-1.9,5.9,3.36,1.10334e+06,1.14593e+06,64.37,59.6,23.17,106.23,55.58,53.98,41.62,110430,164951,52.7,517.5,932376,0,11.6676
2014-11-24,30.56,1.06563e+06,412750,421393,395496,435328,88526.2,92364,162995,119218,1.05977e+06,1.0683e+06,74592.9,66058.2,3.32,-2182.14,-1453.61,-109.24,-3745.09,64331,22655,3570,90556,48,11,4,1,0,48996,4.1,7.5,3.1,-3.2,5.1,3.32,1.25791e+06,1.23324e+06,64.21,59.59,23.19,106.29,55.21,57.35,40.03,99239.3,148235,331,199.9,1.06092e+06,0,19.0768
2014-11-25,33.23,1.13262e+06,416549,464824,424176,463611,118704,74694.2,162738,125442,1.12217e+06,1.12857e+06,77046.4,70641.5,2.6,-2223.96,-1440.55,-114.08,-3778.53,64040.4,22574.6,3565.57,90180.6,48,11,4,2,0,12574,-0.3,6.7,2.2,-1.5,5.9,2.6,1.29571e+06,1.25163e+06,63.05,59.6,23.26,106.42,61.13,64.87,47.9,25468.1,38042.1,87.4,122.1,1.13202e+06,0,19.256
2014-11-26,33.73,1.13799e+06,426962,472932,438096,460043,96526.9,73544.4,164319,125764,1.1259e+06,1.13228e+06,79911.4,73532.2,1.44,-2287.65,-1432.68,-118.68,-3839.07,63749.9,22494.1,3561.14,89805.1,48,11,4,3,0,20500,-2.6,4.5,0,1.2,4.1,1.44,1.29562e+06,1.28148e+06,62.32,59.36,23.34,106.36,56.83,65.73,43.5,41521.9,62021.9,51.5,208.8,1.13413e+06,0,19.3491
2014-11-27,32.88,1.1286e+06,424567,445965,443625,461432,81994.9,91225.2,163579,122698,1.11377e+06,1.12132e+06,79650.3,72095.4,1.12,-2354.77,-1431.06,-123.68,-3909.49,63459.3,22413.7,3556.71,89429.7,48,11,4,4,0,54886,-3.1,5.1,-1.9,2.2,3.3,1.12,1.30595e+06,1.29211e+06,58.16,59.33,23.4,106.73,59.01,48.06,42.7,111169,166055,9.5,380.8,1.1233e+06,0,19.5836
2014-11-28,32.18,1.09997e+06,423070,433387,426701,435931,72397.7,105006,164719,121482,1.08689e+06,1.09581e+06,79829.4,70909.7,1.2,-2458.17,-1433.71,-128.92,-4020.81,63168.7,22333.3,3552.29,89054.3,48,11,4,5,0,73157,-0.7,6.8,-3.7,-0.5,4.1,1.2,1.2955e+06,1.28353e+06,56.2,59.12,24.44,106.54,57.77,40.24,31.33,148176,221333,11.5,415.2,1.09249e+06,0,20.1445
2014-11-29,31.71,1.03373e+06,402778,421353,397951,400937,66068.9,96164.6,153302,116130,1.0201e+06,1.03458e+06,70986.7,56501.5,0.24,-2592.49,-1441.49,-133.47,-4167.36,62878.1,22252.9,3547.86,88678.9,48,11,4,6,1,56382,-0.5,4.9,-4.5,-2.2,3.5,0.24,1.20174e+06,1.20204e+06,56.86,58.97,24.39,106.42,57.31,40.91,34,114199,170581,15.4,487.3,1.02237e+06,0,20.6458
2014-11-30,31.88,1.0323e+06,401153,421472,399078,398416,64248.5,100110,154170,114471,1.01865e+06,1.03447e+06,70435,54615.8,0.38,-2726.82,-1449.26,-138.02,-4314.11,62587.6,22172.4,3543.43,88303.4,48,11,4,7,1,55307,-0.1,6,-1.3,-5.1,2.4,0.38,1.17497e+06,1.19395e+06,57.52,58.82,24.35,106.3,56.85,41.59,36.66,112022,167329,11.2,600.3,1.01832e+06,0,21.8792
2014-12-01,32.95,1.16304e+06,430813,474185,455515,459265,87741.1,95582.3,179032,134309,1.1531e+06,1.16334e+06,82037.7,71798.6,0.58,-2840.67,-1446.84,-141.82,-4429.4,62297,22092,3539,87928,49,12,1,1,0,57040,-0.2,5.3,0.9,-6.9,3.8,0.58,1.34857e+06,1.33325e+06,58.18,58.67,24.3,106.18,56.4,42.26,39.33,115532,172572,13.4,686.4,1.15815e+06,0,22.5774
2014-12-02,33.88,1.16916e+06,431894,492848,446812,472703,110745,73111.9,168609,124924,1.15806e+06,1.16359e+06,82075.2,76549.5,0.6,-2932.49,-1448.33,-143.28,-4524.1,62032.1,22007,3537.29,87576.4,49,12,1,2,0,14479,-1,3.8,0.4,-3.1,2.9,0.6,1.37973e+06,1.3431e+06,56.78,58.44,24.12,106.53,54.87,45.37,51.49,29326.6,43805.6,9.6,753.8,1.16773e+06,0,24.3956
2014-12-03,34.29,1.18343e+06,435226,506269,451306,472405,122181,74032.9,167351,126296,1.17606e+06,1.179e+06,82702.8,79763.7,1.72,-3018.44,-1447.37,-144.55,-4610.37,61767.3,21922,3535.57,87224.9,49,12,1,3,0,3299,-2.8,3.2,4.5,-2.8,6.5,1.72,1.35617e+06,1.31656e+06,56.7,58.55,24.02,106.99,57.37,55.82,54.69,6681.99,9980.99,138.2,773.8,1.18163e+06,0,24.9919
2014-12-04,35.36,1.18176e+06,431215,502529,451435,469635,122807,77087.4,166418,127261,1.17187e+06,1.17651e+06,81526.4,76888.7,2.56,-3078.73,-1436.86,-144.4,-4659.94,61502.4,21837,3533.86,86873.3,49,12,1,4,0,16718,-1.9,3.9,5.7,-1.7,6.8,2.56,1.356e+06,1.30837e+06,56.57,58.61,23.93,105.44,58.06,60.53,55.48,33861.6,50579.6,181.5,707.3,1.18098e+06,0,24.4368
2014-12-05,33.26,1.15627e+06,423705,489383,437261,468716,120793,73423.4,163678,117482,1.14544e+06,1.149e+06,81391.9,77823.7,2.36,-3096.57,-1417.14,-143.74,-4657.49,61237.6,21752,3532.14,86521.7,49,12,1,5,0,18096,0.2,5.2,-1.1,2.8,4.7,2.36,1.3474e+06,1.29581e+06,55.87,58.24,23.93,107.48,54.42,56.87,53.82,36652.7,54748.7,45.9,750.9,1.15499e+06,0,25.6289
2014-12-06,32,1.0568e+06,406035,452016,390421,420194,105104,67253.5,143676,117471,1.04524e+06,1.05693e+06,71386.3,59688.2,-0.14,-3074.62,-1387.73,-141.77,-4604.1,60972.7,21667,3530.43,86170.1,49,12,1,6,1,25295,-3.1,4.1,-1.2,-3.5,3,-0.14,1.22664e+06,1.1988e+06,55.25,58.33,23.87,107.24,52.82,53.11,49.74,51234,76529,87.5,688.7,1.05688e+06,0,27.1295
2014-12-07,30.36,965712,390739,361966,358235,395160,61915,99691.2,144424,111273,955313,968090,69786,57009.5,2.12,-3052.65,-1358.33,-139.82,-4550.79,60707.9,21582,3528.71,85818.6,49,12,1,7,1,69006,0.7,7.4,-0.3,-2.6,5.4,2.12,1.14587e+06,1.16791e+06,54.63,58.41,23.81,107,51.23,49.34,45.67,139769,208775,124.2,614.3,954809,0,27.1165
2014-12-08,32.33,1.12624e+06,434219,460967,429162,455744,90806.3,88045,168178,121433,1.12237e+06,1.12619e+06,78384.2,74561.6,-0.22,-3044.25,-1331.8,-138.2,-4514.29,60443,21497,3527,85467,50,12,1,1,0,32474,-3.4,4.3,-2.2,-3,3.2,-0.22,1.31269e+06,1.29736e+06,54,58.49,23.75,106.76,49.63,45.57,41.6,65774.7,98248.7,99.5,610,1.12209e+06,0,27.3439
2014-12-09,33.3,1.15997e+06,439271,486658,439462,464019,103216,81806.7,167450,125324,1.1494e+06,1.15781e+06,80098.8,71690.3,-0.64,-3027.76,-1305.39,-137.94,-4471.04,60187.6,21411.9,3523.71,85123.1,50,12,1,2,0,40142,-5.4,4.5,-0.1,-5.5,3.3,-0.64,1.36646e+06,1.32609e+06,54.04,58.05,23.68,104.32,52.98,43.52,49.53,81305.9,121448,77,627.7,1.15944e+06,0,28.6649
2014-12-10,30.34,1.08932e+06,432301,406121,405853,454047,76934.8,107929,164673,121229,1.07976e+06,1.08933e+06,79126.5,69561.4,1.7,-3006.11,-1275.7,-137.1,-4418.86,59932.1,21326.7,3520.43,84779.3,50,12,1,3,0,85607,2.3,6.5,-0.6,-4.9,5.2,1.7,1.3214e+06,1.31108e+06,51.84,57.82,23.63,103.98,52.22,52.55,33.01,173393,259000,158.2,550.1,1.08698e+06,0,30.2433
2014-12-11,30.53,1.09511e+06,432852,434311,405225,436549,82018.5,101793,165440,121116,1.08553e+06,1.09377e+06,78724.3,70489.6,1.38,-2991.94,-1243.39,-135.86,-4371.23,59676.7,21241.6,3517.14,84435.4,50,12,1,4,0,67604,1.9,5.3,-0.2,-3.7,3.6,1.38,1.32019e+06,1.30892e+06,51.24,57.81,23.56,104.12,51.18,66.81,29.77,136929,204533,115,486.2,1.09193e+06,0,31.252
2014-12-12,30.99,1.10311e+06,434866,457286,411853,423800,78318.3,97712.7,168388,122653,1.09343e+06,1.10145e+06,78575.2,70550.1,0.38,-3006.24,-1218.61,-134.63,-4359.53,59421.3,21156.4,3513.86,84091.6,50,12,1,5,0,55739,0.7,3.8,-0.7,-4.9,3,0.38,1.30633e+06,1.30764e+06,49.68,57.43,23.5,101.3,51.13,52.6,29.91,112897,168636,89.5,429.1,1.0963e+06,0,32.1724
2014-12-13,30.59,1.03387e+06,417478,430616,382738,399381,71229.8,91383,152424,113385,1.02387e+06,1.03477e+06,69979.2,59082.9,-1.92,-3049.57,-1209.38,-135.1,-4394.03,59165.9,21071.3,3510.57,83747.7,50,12,1,6,1,63771,-2.2,3.5,-7.4,-5.6,2.1,-1.92,1.22752e+06,1.22356e+06,49.5,57.48,23.48,100.49,51.37,53.31,33.14,129165,192936,25.3,521.4,1.02613e+06,0,33.5259
2014-12-14,30.39,1.01192e+06,407134,410828,382175,395872,67463.8,92214.2,144428,114436,1.0012e+06,1.01335e+06,66550.8,54401.3,0.58,-3092.9,-1200.17,-135.57,-4428.6,58910.4,20986.1,3507.29,83403.9,50,12,1,7,1,72220,-2.1,6.4,-2.5,-4.7,5.8,0.58,1.20752e+06,1.2061e+06,49.32,57.53,23.45,99.68,51.61,54.02,36.36,146279,218499,49.8,582.5,1.00772e+06,0,33.4869
